"Horas_Estudio","Asistencia","Involucramiento_Parental","Acceso_Recursos","Actividades_Extracurriculares","Horas_Sueno","Puntuaciones_Previas","Nivel_Motivacion","Acceso_Internet","Sesiones_Tutoria","Ingresos_Familiares","Calidad_Profesor","Tipo_Escuela","Influencia_Companeros","Actividad_Fisica","Discapacidades_Aprendizaje","Nivel_Educativo_Padres","Distancia_Hogar","Sexo","Puntuacion_Examen"
13,69,"Medio","Bajo","Si",9,96,"Baja","Si",0,"Alto","Media","Privada","Neutral",4,"No","Secundaria","Lejos","Femenino",61
21,79,"Medio","Alto","Si",7,66,"Baja","Si",2,"Bajo","Media","Publica","Negativa",4,"No","Universitaria","Moderado","Masculino",67
22,79,"Alto","Medio","No",5,100,"Media","Si",4,"Alto","Alta","Publica","Negativa",3,"No","Universitaria","Cerca","Masculino",72
15,95,"Bajo","Bajo","Si",6,88,"Baja","Si",1,"Bajo","Media","Publica","Negativa",5,"No","Secundaria","Cerca","Masculino",66
21,91,"Medio","Alto","Si",5,84,"Media","Si",1,"Alto","Baja","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",70
20,81,"Alto","Medio","Si",6,51,"Alta","No",3,"Medio","Media","Publica","Neutral",4,"Si","Secundaria","Cerca","Masculino",67
13,87,"Alto","Bajo","Si",4,72,"Media","Si",2,"Medio","Alta","Publica","Neutral",3,"No","Secundaria","Moderado","Femenino",67
22,94,"Bajo","Medio","Si",7,75,"Alta","Si",2,"Alto","Media","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",71
23,60,"Alto","Medio","Si",8,69,"Media","Si",1,"Bajo","Media","Privada","Positiva",4,"No","Universitaria","Cerca","Masculino",66
26,76,"Medio","Medio","Si",5,57,"Media","Si",1,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Cerca","Masculino",68
26,96,"Medio","Medio","Si",7,68,"Media","Si",3,"Alto","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Femenino",74
12,90,"Medio","Bajo","Si",6,54,"Media","No",1,"Alto","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",64
14,82,"Medio","Medio","No",8,65,"Media","Si",1,"Bajo","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",65
23,81,"Bajo","Medio","Si",4,54,"Media","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",66
23,74,"Medio","Alto","Si",8,88,"Baja","Si",0,"Medio","Alta","Publica","Negativa",3,"Si","Secundaria","Cerca","Masculino",66
23,81,"Medio","Bajo","No",4,84,"Media","Si",2,"Medio","Media","Publica","Positiva",5,"No","Secundaria","Cerca","Masculino",68
43,86,"Alto","Medio","Si",7,97,"Media","Si",2,"Medio","Alta","Publica","Positiva",1,"No","Secundaria","Cerca","Femenino",78
23,77,"Medio","Alto","Si",6,69,"Baja","Si",1,"Medio","Media","Privada","Positiva",2,"No","Secundaria","Moderado","Femenino",67
27,89,"Medio","Alto","Si",6,89,"Media","Si",3,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",74
26,94,"Medio","Alto","No",5,79,"Alta","Si",1,"Bajo","Alta","Publica","Positiva",2,"No","Postgrado","Cerca","Masculino",74
24,66,"Medio","Bajo","No",9,82,"Baja","Si",1,"Medio","Media","Publica","Neutral",2,"Si","Secundaria","Cerca","Femenino",62
18,78,"Alto","Medio","Si",5,77,"Media","No",2,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Lejos","Masculino",66
25,76,"Medio","Medio","Si",5,89,"Alta","Si",3,"Medio","Alta","Publica","Neutral",3,"No","Secundaria","Lejos","Femenino",69
15,87,"Medio","Alto","Si",10,52,"Media","Si",2,"Bajo","Alta","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",68
19,70,"Medio","Bajo","No",7,54,"Alta","Si",0,"Medio","Media","Publica","Positiva",2,"Si","Secundaria","Moderado","Masculino",89
17,86,"Alto","Bajo","No",5,55,"Baja","No",2,"Alto","Media","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",66
20,95,"Bajo","Medio","Si",7,64,"Baja","No",2,"Medio","Alta","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",68
34,77,"Medio","Bajo","Si",7,80,"Baja","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",69
9,96,"Medio","Medio","Si",4,82,"Alta","No",0,"Bajo","Media","Publica","Positiva",4,"No","Universitaria","Cerca","Masculino",67
24,100,"Alto","Alto","Si",6,86,"Baja","Si",2,"Medio","Media","Privada","Positiva",5,"No","Secundaria","Cerca","Masculino",75
10,64,"Medio","Alto","No",7,64,"Alta","Si",0,"Medio","Media","Publica","Positiva",4,"Si","Secundaria","Moderado","Femenino",60
17,69,"Alto","Medio","Si",9,83,"Media","Si",2,"Medio","Alta","Privada","Positiva",4,"Si","Universitaria","Moderado","Femenino",66
27,98,"Bajo","Alto","Si",7,56,"Baja","Si",1,"Alto","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Femenino",73
20,98,"Medio","Bajo","No",7,50,"Baja","Si",1,"Medio","Alta","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",68
14,64,"Medio","Medio","Si",6,85,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",62
16,61,"Medio","Medio","No",9,86,"Baja","Si",2,"Bajo","Alta","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",62
24,66,"Alto","Bajo","Si",8,81,"Alta","Si",1,"Medio","Media","Publica","Neutral",4,"No","Secundaria","Lejos","Masculino",65
16,100,"Alto","Bajo","Si",8,63,"Alta","Si",2,"Bajo","Media","Publica","Negativa",3,"No","Secundaria","Moderado","Masculino",69
21,67,"Medio","Medio","No",7,96,"Baja","Si",3,"Bajo","Media","Publica","Neutral",2,"No","Secundaria","Lejos","Femenino",64
20,80,"Medio","Alto","No",5,94,"Media","Si",0,"Bajo","Baja","Privada","Positiva",4,"Si","Postgrado","Moderado","Femenino",67
16,94,"Alto","Alto","Si",9,76,"Media","Si",0,"Bajo","Alta","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",70
33,61,"Medio","Medio","No",7,99,"Alta","Si",2,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",70
24,84,"Alto","Bajo","No",7,65,"Baja","Si",3,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",69
8,71,"Alto","Bajo","No",8,75,"Media","Si",0,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",61
21,94,"Medio","Medio","No",7,96,"Baja","Si",0,"Medio","Media","Privada","Neutral",2,"Si","Postgrado","Moderado","Masculino",69
16,71,"Alto","Medio","Si",5,73,"Media","Si",1,"Medio","Media","Publica","Neutral",0,"Si","Secundaria","Cerca","Masculino",63
25,87,"Medio","Bajo","Si",7,74,"Baja","Si",0,"Medio","Alta","Publica","Neutral",4,"Si","Secundaria","Cerca","Masculino",67
15,87,"Bajo","Medio","No",4,54,"Media","Si",1,"Medio","Media","Publica","Neutral",6,"No",NA,"Moderado","Masculino",65
19,69,"Medio","Medio","Si",7,61,"Alta","Si",3,"Alto","Alta","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",66
23,61,"Bajo","Medio","No",9,58,"Media","Si",4,"Medio","Media","Publica","Neutral",2,"No","Secundaria","Cerca","Masculino",63
25,76,"Medio","Alto","Si",4,78,"Media","Si",2,"Medio","Media","Privada","Negativa",3,"No","Secundaria","Moderado","Femenino",68
13,72,"Alto","Alto","No",7,66,"Media","Si",0,"Bajo","Alta","Publica","Neutral",4,"No","Postgrado","Cerca","Masculino",65
18,92,"Bajo","Medio","Si",8,54,"Media","Si",1,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",67
17,92,"Bajo","Bajo","Si",8,75,"Media","Si",2,"Medio","Alta","Publica","Neutral",3,"No","Postgrado","Cerca","Femenino",68
16,78,"Medio","Alto","No",6,83,"Media","Si",0,"Bajo","Baja","Publica","Neutral",3,"Si","Universitaria","Cerca","Masculino",64
31,84,"Medio","Medio","No",5,87,"Alta","Si",0,"Medio","Media","Privada","Positiva",3,"No","Universitaria","Moderado","Masculino",71
22,84,"Medio","Medio","Si",6,92,"Baja","Si",0,"Medio","Media","Publica","Neutral",5,"No","Secundaria","Cerca","Femenino",69
12,93,"Medio","Medio","Si",9,74,"Baja","Si",1,"Medio","Media","Publica","Neutral",3,"No","Postgrado","Moderado","Masculino",67
26,77,"Bajo","Medio","No",4,70,"Baja","Si",2,"Alto","Baja","Publica","Neutral",3,"Si","Universitaria","Moderado","Femenino",65
33,71,"Bajo","Medio","No",5,84,"Media","Si",1,"Medio","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Masculino",68
26,71,"Alto","Medio","Si",6,51,"Baja","No",1,"Alto","Media","Privada","Positiva",3,"No","Postgrado","Moderado","Masculino",67
11,81,"Medio","Medio","Si",6,82,"Alta","Si",3,"Medio","Alta","Publica","Neutral",4,"No","Secundaria","Cerca","Masculino",67
17,78,"Medio","Alto","Si",7,70,"Media","No",2,"Bajo","Alta","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",66
28,78,"Alto","Medio","No",9,73,"Alta","Si",2,"Medio","Media","Publica","Neutral",4,"No","Universitaria","Moderado","Femenino",70
16,64,"Alto","Bajo","Si",5,65,"Media","Si",3,"Medio","Alta","Privada","Positiva",4,"No","Postgrado","Moderado","Femenino",65
23,89,"Bajo","Bajo","Si",7,56,"Baja","Si",4,"Medio","Baja","Privada","Positiva",4,"No","Postgrado","Cerca","Femenino",69
25,69,"Medio","Medio","Si",7,70,"Baja","No",1,"Alto","Alta","Publica","Positiva",4,"No","Secundaria","Lejos","Femenino",65
14,68,"Alto","Medio","No",6,65,"Media","Si",1,"Alto","Media","Publica","Neutral",3,"Si","Universitaria","Cerca","Masculino",63
20,77,"Medio","Medio","No",5,98,"Baja","Si",2,"Bajo","Alta","Privada","Neutral",2,"No","Postgrado","Lejos","Femenino",67
1,69,"Alto","Medio","Si",6,97,"Media","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",61
14,83,"Medio","Bajo","Si",6,82,"Media","Si",0,"Medio","Media","Publica","Positiva",2,"No","Secundaria","Cerca","Femenino",65
18,75,"Bajo","Alto","Si",8,95,"Media","Si",1,"Bajo","Baja","Publica","Neutral",2,"No","Universitaria","Cerca","Femenino",66
13,78,"Medio","Alto","Si",8,88,"Alta","Si",0,"Alto","Baja","Publica","Neutral",3,"No","Universitaria","Cerca","Masculino",66
30,81,"Medio","Bajo","Si",5,67,"Media","Si",1,"Alto","Alta","Publica","Negativa",1,"No","Secundaria","Cerca","Masculino",69
11,68,"Medio","Medio","No",6,80,"Media","Si",2,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Femenino",63
17,66,"Bajo","Alto","No",6,61,"Media","Si",1,"Alto","Media","Publica","Positiva",6,"No","Postgrado","Cerca","Masculino",65
21,95,"Bajo","Bajo","No",10,84,"Baja","Si",0,"Alto","Media","Publica","Neutral",4,"Si","Secundaria","Cerca","Masculino",67
29,77,"Alto","Alto","Si",7,52,"Media","Si",2,"Alto","Media","Publica","Negativa",3,"Si","Secundaria","Cerca","Femenino",69
11,76,"Bajo","Medio","Si",5,92,"Media","Si",4,"Medio","Baja","Publica","Negativa",2,"No","Postgrado","Cerca","Masculino",65
27,61,"Medio","Medio","No",6,79,"Media","Si",1,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",65
20,80,"Alto","Bajo","Si",6,53,"Media","Si",0,"Bajo","Media","Publica","Neutral",2,"No","Universitaria","Moderado","Masculino",65
14,82,"Medio","Alto","Si",8,94,"Baja","Si",2,"Bajo","Alta","Publica","Negativa",5,"No","Universitaria","Lejos","Femenino",67
23,82,"Bajo","Medio","Si",8,94,"Media","Si",1,"Medio","Media","Publica","Negativa",2,"Si","Secundaria",NA,"Masculino",66
21,88,"Medio","Alto","No",7,93,"Media","Si",4,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",72
16,67,"Medio","Alto","No",7,89,"Alta","Si",3,"Bajo","Media","Publica","Positiva",3,"No","Universitaria","Cerca","Masculino",66
20,70,"Medio","Medio","Si",7,84,"Baja","No",2,"Medio","Alta","Privada","Neutral",4,"No","Universitaria","Lejos","Masculino",65
18,92,"Alto","Medio","Si",7,70,"Media","Si",1,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",69
21,98,"Medio","Bajo","No",4,57,"Media","Si",2,"Alto","Baja","Publica","Neutral",2,"No","Secundaria","Cerca","Femenino",68
24,65,"Medio","Bajo","No",7,64,"Baja","Si",1,"Alto","Media","Publica","Neutral",1,"No","Postgrado","Cerca","Masculino",64
30,80,"Bajo","Alto","No",6,67,"Media","Si",3,"Medio","Media","Publica","Negativa",4,"No","Universitaria","Moderado","Femenino",69
13,69,"Medio","Bajo","Si",5,68,"Baja","Si",0,"Alto","Media","Publica","Positiva",1,"Si","Secundaria","Moderado","Femenino",59
33,62,"Alto","Medio","Si",10,78,"Media","Si",0,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Moderado","Femenino",68
8,73,"Medio","Medio","No",7,60,"Media","No",0,"Alto","Media","Privada","Neutral",3,"No","Secundaria","Cerca","Femenino",60
19,66,"Medio","Alto","No",7,59,"Media","Si",1,"Alto","Media","Publica","Negativa",3,"No","Secundaria","Lejos","Masculino",62
24,88,"Bajo","Medio","Si",6,86,"Baja","Si",0,"Bajo","Baja","Publica","Negativa",3,"No","Universitaria","Cerca","Masculino",67
22,81,"Bajo","Alto","Si",8,50,"Alta","Si",4,"Medio","Media","Privada","Positiva",5,"No","Secundaria","Lejos","Femenino",68
16,66,"Medio","Alto","Si",5,57,"Alta","Si",3,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Femenino",64
19,60,"Medio","Alto","Si",7,72,"Alta","Si",3,"Bajo","Alta","Publica","Positiva",3,"No","Secundaria","Moderado","Femenino",65
17,92,"Bajo","Bajo","Si",6,57,"Media","Si",2,"Medio","Media","Privada","Positiva",2,"Si","Secundaria","Moderado","Femenino",65
16,67,"Alto","Medio","No",8,98,"Media","Si",0,"Bajo","Baja","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",63
25,84,"Medio","Bajo","Si",6,84,"Baja","Si",2,"Medio","Alta","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",70
22,73,"Bajo","Medio","Si",9,72,"Baja","Si",3,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",66
16,83,"Medio","Alto","Si",7,56,"Baja","Si",4,"Alto","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Femenino",68
25,73,"Bajo","Bajo","No",8,69,"Media","Si",3,"Medio","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Femenino",66
22,63,"Bajo","Bajo","No",8,83,"Media","Si",3,"Medio","Media","Privada","Negativa",1,"No","Universitaria","Cerca","Masculino",63
25,69,"Alto","Medio","Si",9,98,"Media","Si",1,"Bajo","Media","Publica","Negativa",3,"Si","Universitaria","Moderado","Femenino",66
24,68,"Medio","Medio","Si",6,74,"Media","Si",1,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Femenino",65
15,77,"Medio","Medio","Si",8,85,"Alta","Si",1,"Bajo","Media","Publica","Positiva",2,"No","Postgrado","Moderado","Masculino",66
17,86,"Alto","Bajo","Si",4,60,"Alta","Si",2,"Alto","Baja","Privada","Positiva",3,"Si","Universitaria","Moderado","Femenino",67
24,71,"Medio","Medio","Si",7,81,"Media","Si",0,"Bajo","Media","Privada","Positiva",3,"No","Secundaria","Cerca","Masculino",66
24,60,"Bajo","Medio","No",6,62,"Alta","Si",4,"Bajo","Alta","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",63
20,81,"Medio","Medio","Si",5,60,"Baja","Si",3,"Medio","Media","Publica","Positiva",4,"Si","Secundaria","Cerca","Masculino",66
21,84,"Medio","Medio","No",6,75,"Baja","No",1,"Alto","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Masculino",67
28,99,"Medio","Medio","Si",6,61,"Media","No",1,"Bajo","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",71
16,84,"Medio","Alto","Si",7,86,"Media","Si",1,"Bajo","Media","Privada","Neutral",2,"No","Secundaria","Cerca","Femenino",67
23,79,"Medio","Alto","Si",6,97,"Media","Si",1,"Alto","Baja","Publica","Neutral",4,"No","Secundaria","Moderado","Masculino",69
19,83,"Medio","Medio","Si",7,70,"Media","Si",2,"Bajo","Media","Publica","Negativa",4,"Si","Postgrado","Cerca","Femenino",67
19,97,"Alto","Medio","Si",6,66,"Alta","Si",2,"Medio","Media","Privada","Positiva",2,"No","Universitaria","Moderado","Femenino",72
27,93,"Alto","Bajo","No",6,59,"Alta","Si",2,"Bajo","Media","Privada","Negativa",4,"No","Secundaria","Cerca","Femenino",70
25,73,"Medio","Alto","Si",7,70,"Baja","Si",0,"Bajo","Media","Privada","Neutral",4,"No","Postgrado","Moderado","Masculino",67
25,69,"Bajo","Alto","Si",7,78,"Media","Si",0,"Bajo","Alta","Publica","Negativa",3,"No","Secundaria","Lejos","Femenino",64
28,71,"Medio","Medio","No",8,69,"Alta","Si",1,"Medio","Alta","Privada","Neutral",1,"No","Universitaria","Moderado","Femenino",67
20,80,"Bajo","Alto","No",8,81,"Media","Si",3,"Medio","Media","Privada","Negativa",4,"No","Postgrado","Cerca","Masculino",69
24,90,"Bajo","Bajo","No",7,83,"Media","Si",0,"Bajo","Media","Privada","Positiva",3,"No","Universitaria",NA,"Masculino",68
18,80,"Medio","Medio","No",8,55,"Baja","Si",2,"Bajo","Baja","Publica","Neutral",3,"No","Secundaria","Moderado","Masculino",63
22,63,"Medio","Alto","Si",7,85,"Media","Si",4,"Alto","Alta","Publica","Negativa",3,"No","Universitaria","Cerca","Femenino",68
19,89,"Alto","Medio","Si",7,95,"Media","Si",0,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Cerca","Masculino",70
21,92,"Medio","Bajo","Si",8,51,"Baja","Si",0,"Medio","Media","Publica","Neutral",2,"No","Universitaria","Moderado","Masculino",66
24,72,"Alto","Alto","No",6,78,"Alta","Si",0,"Bajo","Alta","Publica","Negativa",6,"No","Secundaria","Cerca","Femenino",68
15,87,"Alto","Bajo","Si",4,80,"Alta","Si",0,"Bajo","Media","Privada","Positiva",3,"No","Universitaria","Cerca","Masculino",67
33,77,"Bajo","Alto","Si",5,85,"Media","Si",0,"Bajo","Media","Privada","Neutral",5,"No","Secundaria","Lejos","Femenino",69
14,96,"Medio","Bajo","Si",9,69,"Alta","Si",0,"Medio","Media","Privada","Negativa",3,"Si","Universitaria","Cerca","Femenino",66
13,94,"Medio","Medio","Si",7,91,"Baja","Si",3,"Bajo","Media","Publica","Neutral",3,"No","Secundaria","Cerca","Masculino",68
27,81,"Medio","Medio","Si",7,77,"Media","Si",2,"Medio","Baja","Publica","Neutral",2,"Si","Postgrado","Moderado","Femenino",69
25,88,"Medio","Medio","Si",7,70,"Baja","Si",1,"Medio","Media","Privada","Positiva",3,"No","Postgrado","Moderado","Masculino",70
24,95,"Medio","Alto","Si",8,86,"Alta","Si",1,"Medio","Alta","Privada","Neutral",3,"No","Universitaria","Cerca","Masculino",74
24,80,"Medio","Alto","Si",7,96,"Alta","Si",0,"Bajo","Alta","Publica","Positiva",0,"No","Universitaria","Moderado","Femenino",70
20,73,"Medio","Medio","Si",7,91,"Baja","Si",1,"Medio","Alta","Publica","Neutral",2,"No","Postgrado","Moderado","Masculino",66
15,90,"Alto","Medio","Si",8,97,"Media","Si",1,"Bajo","Alta","Privada","Negativa",3,"No","Universitaria","Cerca","Femenino",69
20,69,"Medio","Alto","No",6,63,"Baja","Si",0,"Bajo","Media","Publica","Negativa",3,"No","Postgrado","Cerca","Masculino",64
16,76,"Bajo","Alto","Si",8,56,"Media","No",1,"Bajo","Media","Publica","Positiva",1,"No","Secundaria","Cerca","Masculino",62
26,95,"Bajo","Alto","No",7,77,"Media","Si",0,"Medio","Media","Publica","Neutral",3,"No","Secundaria","Moderado","Femenino",70
19,89,"Alto","Medio","Si",7,52,"Media","Si",2,"Medio","Media","Publica","Negativa",4,"No","Secundaria","Moderado","Masculino",68
15,76,"Medio","Medio","Si",6,84,"Baja","Si",0,"Medio","Alta","Publica","Neutral",3,"No","Universitaria","Cerca","Femenino",65
18,69,"Alto","Alto","No",7,62,"Baja","Si",3,"Medio","Media","Publica","Positiva",3,"No","Secundaria","Moderado","Masculino",65
22,74,"Alto","Alto","Si",6,73,"Baja","Si",3,"Alto","Alta","Publica","Positiva",4,"No","Postgrado","Moderado","Femenino",71
17,71,"Alto","Medio","Si",9,83,"Baja","Si",2,"Medio","Media","Publica","Neutral",5,"No","Secundaria","Cerca","Masculino",66
15,67,"Medio","Medio","No",4,74,"Media","Si",0,"Bajo","Media","Publica","Negativa",3,"No","Universitaria","Moderado","Masculino",61
21,90,"Bajo","Medio","Si",8,62,"Baja","Si",2,"Medio","Alta","Publica","Negativa",5,"Si","Secundaria","Cerca","Masculino",67
21,70,"Bajo","Alto","Si",4,94,"Media","Si",0,"Bajo","Alta","Privada","Neutral",2,"No","Universitaria","Lejos","Masculino",65
17,78,"Medio","Alto","No",8,88,"Media","Si",0,"Bajo","Media","Publica","Negativa",3,"No","Secundaria","Cerca","Femenino",65
17,75,"Medio","Alto","Si",6,80,"Media","No",1,"Bajo","Media","Privada","Positiva",5,"No","Secundaria","Moderado","Masculino",65
21,99,"Medio","Medio","No",8,85,"Alta","Si",4,"Medio","Media","Publica","Positiva",4,"No","Secundaria","Moderado","Masculino",73
11,76,"Medio","Medio","Si",7,71,"Media","No",1,"Medio","Baja","Publica","Neutral",2,"No","Universitaria","Cerca","Masculino",62
12,63,"Medio","Alto","Si",5,69,"Baja","Si",0,"Medio","Alta","Publica","Negativa",2,"No","Universitaria","Moderado","Femenino",60
16,64,"Bajo","Medio","Si",9,58,"Baja","Si",1,"Medio","Media","Publica","Positiva",3,"No","Universitaria","Moderado","Femenino",61
19,84,"Bajo","Medio","Si",8,90,"Alta","Si",2,"Bajo","Media","Privada","Neutral",3,"No","Postgrado","Lejos","Masculino",67
22,84,"Alto","Medio","No",8,69,"Media","No",3,"Medio","Alta","Privada","Neutral",4,"No","Universitaria","Cerca","Masculino",70
29,77,"Bajo","Alto","No",6,85,"Media","Si",1,"Medio","Media","Publica","Positiva",1,"No","Universitaria","Cerca","Masculino",69
25,77,"Medio","Bajo","Si",8,65,"Alta","No",0,"Medio","Media","Publica","Positiva",5,"No","Universitaria","Lejos","Femenino",66
19,62,"Medio","Medio","No",5,90,"Baja","Si",2,"Bajo","Alta","Publica","Positiva",3,"No","Universitaria","Moderado","Masculino",64
20,81,"Alto","Medio","Si",4,55,"Media","Si",1,"Alto","Media","Privada","Positiva",2,"No","Postgrado","Moderado","Masculino",68
14,80,"Alto","Medio","Si",5,81,"Media","Si",1,"Bajo","Media","Publica","Positiva",4,"No","Postgrado","Lejos","Femenino",67
